1, gpu_percent:   12% | 7517MB
736, gpu_percent:   94% | 7517MB
737, gpu_percent:   94% | 7517MB
738, gpu_percent:   94% | 7517MB
739, gpu_percent:   93% | 7517MB
740, gpu_percent:   93% | 7517MB
741, gpu_percent:   94% | 7517MB
742, gpu_percent:   94% | 7517MB
743, gpu_percent:   94% | 7517MB
744, gpu_percent:   94% | 7517MB
745, gpu_percent:   94% | 7517MB
746, gpu_percent:   94% | 7517MB
747, gpu_percent:   93% | 7517MB
748, gpu_percent:   94% | 7517MB
749, gpu_percent:   94% | 7517MB
750, gpu_percent:   93% | 7517MB
751, gpu_percent:   94% | 7517MB
752, gpu_percent:   94% | 7517MB
753, gpu_percent:   94% | 7517MB
754, gpu_percent:   93% | 7517MB
755, gpu_percent:   93% | 7517MB
756, gpu_percent:   95% | 7517MB
757, gpu_percent:   94% | 7517MB
758, gpu_percent:   93% | 7517MB
759, gpu_percent:   94% | 7517MB
760, gpu_percent:   94% | 7517MB
761, gpu_percent:   93% | 7517MB
762, gpu_percent:   93% | 7517MB
763, gpu_percent:   93% | 7517MB
764, gpu_percent:   94% | 7517MB
765, gpu_percent:   93% | 7517MB
766, gpu_percent:   93% | 7517MB
767, gpu_percent:   94% | 7517MB
768, gpu_percent:   90% | 7517MB
769, gpu_percent:   93% | 7517MB
770, gpu_percent:   94% | 7517MB
771, gpu_percent:   94% | 7517MB
772, gpu_percent:   94% | 7517MB
773, gpu_percent:   94% | 7517MB
774, gpu_percent:   94% | 7517MB
775, gpu_percent:   93% | 7517MB
776, gpu_percent:   83% | 7517MB
777, gpu_percent:   94% | 7517MB
778, gpu_percent:   93% | 7517MB
779, gpu_percent:   94% | 7517MB
780, gpu_percent:   94% | 7517MB
781, gpu_percent:   94% | 7517MB
782, gpu_percent:   94% | 7517MB
783, gpu_percent:   93% | 7517MB
784, gpu_percent:   79% | 7517MB
785, gpu_percent:   94% | 7517MB
786, gpu_percent:   94% | 7517MB
787, gpu_percent:   94% | 7517MB
788, gpu_percent:   94% | 7517MB
789, gpu_percent:   94% | 7517MB
790, gpu_percent:   94% | 7517MB
791, gpu_percent:   94% | 7517MB
792, gpu_percent:   35% | 7517MB
793, gpu_percent:    0% | 7517MB
794, gpu_percent:    0% | 7517MB
795, gpu_percent:    0% | 7517MB
796, gpu_percent:    0% | 7517MB
797, gpu_percent:    0% | 7517MB
798, gpu_percent:    0% | 7517MB
799, gpu_percent:    0% | 7517MB
800, gpu_percent:    0% | 7517MB
801, gpu_percent:    0% | 7517MB
802, gpu_percent:    0% | 7517MB
803, gpu_percent:    0% | 7517MB
804, gpu_percent:    0% | 7517MB
805, gpu_percent:    0% | 7517MB
806, gpu_percent:    0% | 7517MB
807, gpu_percent:    0% | 7517MB
808, gpu_percent:    0% | 7517MB
809, gpu_percent:    0% | 7517MB
810, gpu_percent:    0% | 7517MB
811, gpu_percent:    0% | 7517MB
812, gpu_percent:    0% | 7517MB
813, gpu_percent:    0% | 7517MB
814, gpu_percent:    0% | 7517MB
815, gpu_percent:    0% | 7517MB
816, gpu_percent:    0% | 7517MB
817, gpu_percent:    0% | 7517MB
818, gpu_percent:    0% | 7517MB
819, gpu_percent:    0% | 7517MB
820, gpu_percent:    0% | 7517MB
821, gpu_percent:    0% | 7517MB
822, gpu_percent:    0% | 7517MB
823, gpu_percent:    0% | 7517MB
824, gpu_percent:    0% | 7517MB
825, gpu_percent:    0% | 7517MB
826, gpu_percent:    0% | 7517MB
827, gpu_percent:    0% | 7517MB
828, gpu_percent:    0% | 7517MB
829, gpu_percent:    0% | 7517MB
830, gpu_percent:    0% | 7517MB
831, gpu_percent:    0% | 7517MB
832, gpu_percent:    0% | 7517MB
833, gpu_percent:    0% | 7517MB
834, gpu_percent:    0% | 7517MB
835, gpu_percent:    0% | 7517MB
836, gpu_percent:    0% | 7517MB
837, gpu_percent:    0% | 7517MB
838, gpu_percent:    0% | 7517MB
839, gpu_percent:    0% | 7517MB
840, gpu_percent:    0% | 7517MB
841, gpu_percent:    0% | 7517MB
842, gpu_percent:    0% | 7517MB
843, gpu_percent:    0% | 7517MB
844, gpu_percent:    0% | 7517MB
845, gpu_percent:    0% | 7517MB
846, gpu_percent:    0% | 7517MB
847, gpu_percent:    0% | 7517MB
848, gpu_percent:    0% | 7517MB
849, gpu_percent:    0% | 7517MB
850, gpu_percent:    0% | 7517MB
851, gpu_percent:    0% | 7517MB
852, gpu_percent:    0% | 7517MB
853, gpu_percent:    0% | 7517MB
854, gpu_percent:    0% | 7517MB
855, gpu_percent:    0% | 7517MB
856, gpu_percent:    0% | 7517MB
857, gpu_percent:    0% | 7517MB
858, gpu_percent:    0% | 7517MB
859, gpu_percent:    0% | 7517MB
860, gpu_percent:    0% | 7517MB
861, gpu_percent:    0% | 7517MB
862, gpu_percent:    0% | 7517MB
