1, gpu_percent:   95% | 7517MB
21005, gpu_percent:   98% | 7517MB
21006, gpu_percent:   98% | 7517MB
21007, gpu_percent:   98% | 7517MB
21008, gpu_percent:   98% | 7517MB
21009, gpu_percent:   98% | 7517MB
21010, gpu_percent:   98% | 7517MB
21011, gpu_percent:   99% | 7517MB
21012, gpu_percent:   98% | 7517MB
21013, gpu_percent:   98% | 7517MB
21014, gpu_percent:   98% | 7517MB
21015, gpu_percent:   98% | 7517MB
21016, gpu_percent:   98% | 7517MB
21017, gpu_percent:   98% | 7517MB
21018, gpu_percent:   98% | 7517MB
21019, gpu_percent:   98% | 7517MB
21020, gpu_percent:   98% | 7517MB
21021, gpu_percent:   98% | 7517MB
21022, gpu_percent:   98% | 7517MB
21023, gpu_percent:   98% | 7517MB
21024, gpu_percent:   98% | 7517MB
21025, gpu_percent:   98% | 7517MB
21026, gpu_percent:   98% | 7517MB
21027, gpu_percent:   98% | 7517MB
21028, gpu_percent:   98% | 7517MB
21029, gpu_percent:   98% | 7517MB
21030, gpu_percent:   99% | 7517MB
21031, gpu_percent:   98% | 7517MB
21032, gpu_percent:   98% | 7517MB
21033, gpu_percent:   99% | 7517MB
21034, gpu_percent:   98% | 7517MB
21035, gpu_percent:   99% | 7517MB
21036, gpu_percent:   98% | 7517MB
21037, gpu_percent:   98% | 7517MB
21038, gpu_percent:   98% | 7517MB
21039, gpu_percent:   98% | 7517MB
21040, gpu_percent:   98% | 7517MB
21041, gpu_percent:   98% | 7517MB
21042, gpu_percent:   98% | 7517MB
21043, gpu_percent:   98% | 7517MB
21044, gpu_percent:   98% | 7517MB
21045, gpu_percent:   98% | 7517MB
21046, gpu_percent:   98% | 7517MB
21047, gpu_percent:   98% | 7517MB
21048, gpu_percent:   99% | 7517MB
21049, gpu_percent:   99% | 7517MB
21050, gpu_percent:   99% | 7517MB
21051, gpu_percent:   98% | 7517MB
21052, gpu_percent:   98% | 7517MB
21053, gpu_percent:   99% | 7517MB
21054, gpu_percent:   98% | 7517MB
21055, gpu_percent:   98% | 7517MB
21056, gpu_percent:   99% | 7517MB
21057, gpu_percent:   98% | 7517MB
21058, gpu_percent:   98% | 7517MB
21059, gpu_percent:   98% | 7517MB
21060, gpu_percent:   98% | 7517MB
21061, gpu_percent:   98% | 7517MB
21062, gpu_percent:   98% | 7517MB
21063, gpu_percent:   99% | 7517MB
21064, gpu_percent:   98% | 7517MB
21065, gpu_percent:   98% | 7517MB
21066, gpu_percent:   98% | 7517MB
21067, gpu_percent:   99% | 7517MB
21068, gpu_percent:   98% | 7517MB
21069, gpu_percent:   98% | 7517MB
21070, gpu_percent:   98% | 7517MB
21071, gpu_percent:   98% | 7517MB
21072, gpu_percent:   98% | 7517MB
21073, gpu_percent:   98% | 7517MB
21074, gpu_percent:   98% | 7517MB
21075, gpu_percent:   99% | 7517MB
21076, gpu_percent:   98% | 7517MB
21077, gpu_percent:   98% | 7517MB
21078, gpu_percent:   98% | 7517MB
21079, gpu_percent:   98% | 7517MB
21080, gpu_percent:   99% | 7517MB
21081, gpu_percent:   98% | 7517MB
21082, gpu_percent:   98% | 7517MB
21083, gpu_percent:   98% | 7517MB
21084, gpu_percent:   98% | 7517MB
21085, gpu_percent:   98% | 7517MB
21086, gpu_percent:   98% | 7517MB
21087, gpu_percent:   98% | 7517MB
21088, gpu_percent:   98% | 7517MB
21089, gpu_percent:   98% | 7517MB
21090, gpu_percent:   98% | 7517MB
21091, gpu_percent:   98% | 7517MB
21092, gpu_percent:   98% | 7517MB
21093, gpu_percent:   98% | 7517MB
21094, gpu_percent:   98% | 7517MB
21095, gpu_percent:   98% | 7517MB
21096, gpu_percent:   98% | 7517MB
21097, gpu_percent:   99% | 7517MB
21098, gpu_percent:   98% | 7517MB
21099, gpu_percent:   98% | 7517MB
21100, gpu_percent:   98% | 7517MB
21101, gpu_percent:   98% | 7517MB
21102, gpu_percent:   98% | 7517MB
21103, gpu_percent:   99% | 7517MB
21104, gpu_percent:   98% | 7517MB
21105, gpu_percent:   98% | 7517MB
21106, gpu_percent:   98% | 7517MB
21107, gpu_percent:   98% | 7517MB
21108, gpu_percent:   98% | 7517MB
21109, gpu_percent:   98% | 7517MB
21110, gpu_percent:   98% | 7517MB
21111, gpu_percent:   98% | 7517MB
21112, gpu_percent:   99% | 7517MB
21113, gpu_percent:   98% | 7517MB
21114, gpu_percent:   98% | 7517MB
21115, gpu_percent:   98% | 7517MB
21116, gpu_percent:   98% | 7517MB
21117, gpu_percent:   98% | 7517MB
21118, gpu_percent:   99% | 7517MB
21119, gpu_percent:   98% | 7517MB
21120, gpu_percent:   98% | 7517MB
21121, gpu_percent:   98% | 7517MB
21122, gpu_percent:   98% | 7517MB
21123, gpu_percent:   98% | 7517MB
21124, gpu_percent:   98% | 7517MB
21125, gpu_percent:   98% | 7517MB
21126, gpu_percent:   98% | 7517MB
21127, gpu_percent:   98% | 7517MB
21128, gpu_percent:   98% | 7517MB
21129, gpu_percent:   98% | 7517MB
21130, gpu_percent:   98% | 7517MB
21131, gpu_percent:   98% | 7517MB
21132, gpu_percent:   98% | 7517MB
21133, gpu_percent:   99% | 7517MB
21134, gpu_percent:   98% | 7517MB
21135, gpu_percent:   98% | 7517MB
21136, gpu_percent:   98% | 7517MB
21137, gpu_percent:   98% | 7517MB
21138, gpu_percent:   98% | 7517MB
21139, gpu_percent:   99% | 7517MB
21140, gpu_percent:   98% | 7517MB
21141, gpu_percent:   99% | 7517MB
21142, gpu_percent:   98% | 7517MB
21143, gpu_percent:   98% | 7517MB
21144, gpu_percent:   99% | 7517MB
21145, gpu_percent:   98% | 7517MB
21146, gpu_percent:   98% | 7517MB
21147, gpu_percent:   98% | 7517MB
21148, gpu_percent:   99% | 7517MB
21149, gpu_percent:   98% | 7517MB
21150, gpu_percent:   98% | 7517MB
21151, gpu_percent:   98% | 7517MB
21152, gpu_percent:   98% | 7517MB
21153, gpu_percent:   98% | 7517MB
21154, gpu_percent:   98% | 7517MB
21155, gpu_percent:   98% | 7517MB
21156, gpu_percent:   98% | 7517MB
21157, gpu_percent:   99% | 7517MB
21158, gpu_percent:   98% | 7517MB
21159, gpu_percent:   98% | 7517MB
21160, gpu_percent:   98% | 7517MB
21161, gpu_percent:   98% | 7517MB
21162, gpu_percent:   98% | 7517MB
21163, gpu_percent:   98% | 7517MB
21164, gpu_percent:   98% | 7517MB
21165, gpu_percent:   98% | 7517MB
21166, gpu_percent:   99% | 7517MB
21167, gpu_percent:   98% | 7517MB
21168, gpu_percent:   98% | 7517MB
21169, gpu_percent:   98% | 7517MB
21170, gpu_percent:   98% | 7517MB
21171, gpu_percent:   98% | 7517MB
21172, gpu_percent:   98% | 7517MB
21173, gpu_percent:   98% | 7517MB
21174, gpu_percent:   98% | 7517MB
21175, gpu_percent:   98% | 7517MB
21176, gpu_percent:   98% | 7517MB
21177, gpu_percent:   98% | 7517MB
21178, gpu_percent:   98% | 7517MB
21179, gpu_percent:   99% | 7517MB
21180, gpu_percent:   99% | 7517MB
21181, gpu_percent:   98% | 7517MB
21182, gpu_percent:   98% | 7517MB
21183, gpu_percent:   98% | 7517MB
21184, gpu_percent:   98% | 7517MB
21185, gpu_percent:   98% | 7517MB
21186, gpu_percent:   98% | 7517MB
21187, gpu_percent:   98% | 7517MB
21188, gpu_percent:   98% | 7517MB
21189, gpu_percent:   98% | 7517MB
21190, gpu_percent:   98% | 7517MB
21191, gpu_percent:   98% | 7517MB
21192, gpu_percent:   98% | 7517MB
21193, gpu_percent:   98% | 7517MB
21194, gpu_percent:   98% | 7517MB
21195, gpu_percent:   98% | 7517MB
21196, gpu_percent:   98% | 7517MB
21197, gpu_percent:   98% | 7517MB
21198, gpu_percent:   98% | 7517MB
21199, gpu_percent:   98% | 7517MB
21200, gpu_percent:   98% | 7517MB
21201, gpu_percent:   99% | 7517MB
21202, gpu_percent:   98% | 7517MB
21203, gpu_percent:   99% | 7517MB
21204, gpu_percent:   98% | 7517MB
21205, gpu_percent:   98% | 7517MB
21206, gpu_percent:   98% | 7517MB
21207, gpu_percent:   98% | 7517MB
21208, gpu_percent:   98% | 7517MB
21209, gpu_percent:   99% | 7517MB
21210, gpu_percent:   98% | 7517MB
21211, gpu_percent:   98% | 7517MB
21212, gpu_percent:   98% | 7517MB
21213, gpu_percent:   98% | 7517MB
21214, gpu_percent:   98% | 7517MB
21215, gpu_percent:   98% | 7517MB
21216, gpu_percent:   98% | 7517MB
21217, gpu_percent:   98% | 7517MB
21218, gpu_percent:   98% | 7517MB
21219, gpu_percent:   98% | 7517MB
21220, gpu_percent:   99% | 7517MB
21221, gpu_percent:   98% | 7517MB
21222, gpu_percent:   98% | 7517MB
21223, gpu_percent:   98% | 7517MB
21224, gpu_percent:   98% | 7517MB
21225, gpu_percent:   98% | 7517MB
21226, gpu_percent:   98% | 7517MB
21227, gpu_percent:   98% | 7517MB
21228, gpu_percent:   97% | 7517MB
21229, gpu_percent:   98% | 7517MB
21230, gpu_percent:   99% | 7517MB
21231, gpu_percent:   98% | 7517MB
21232, gpu_percent:   98% | 7517MB
21233, gpu_percent:   98% | 7517MB
21234, gpu_percent:   98% | 7517MB
21235, gpu_percent:   98% | 7517MB
21236, gpu_percent:   98% | 7517MB
21237, gpu_percent:   98% | 7517MB
21238, gpu_percent:   98% | 7517MB
21239, gpu_percent:   99% | 7517MB
21240, gpu_percent:   98% | 7517MB
21241, gpu_percent:   98% | 7517MB
21242, gpu_percent:   98% | 7517MB
21243, gpu_percent:   98% | 7517MB
21244, gpu_percent:   98% | 7517MB
21245, gpu_percent:   98% | 7517MB
21246, gpu_percent:   98% | 7517MB
21247, gpu_percent:   98% | 7517MB
21248, gpu_percent:   98% | 7517MB
21249, gpu_percent:   98% | 7517MB
21250, gpu_percent:   98% | 7517MB
21251, gpu_percent:   98% | 7517MB
21252, gpu_percent:   98% | 7517MB
21253, gpu_percent:   98% | 7517MB
21254, gpu_percent:   98% | 7517MB
21255, gpu_percent:   98% | 7517MB
21256, gpu_percent:   99% | 7517MB
21257, gpu_percent:   99% | 7517MB
21258, gpu_percent:   99% | 7517MB
21259, gpu_percent:   99% | 7517MB
21260, gpu_percent:   98% | 7517MB
21261, gpu_percent:   98% | 7517MB
21262, gpu_percent:   98% | 7517MB
21263, gpu_percent:   98% | 7517MB
21264, gpu_percent:   98% | 7517MB
21265, gpu_percent:   98% | 7517MB
21266, gpu_percent:   98% | 7517MB
21267, gpu_percent:   98% | 7517MB
21268, gpu_percent:   98% | 7517MB
21269, gpu_percent:   98% | 7517MB
21270, gpu_percent:   98% | 7517MB
21271, gpu_percent:   98% | 7517MB
21272, gpu_percent:   98% | 7517MB
21273, gpu_percent:   98% | 7517MB
21274, gpu_percent:   98% | 7517MB
21275, gpu_percent:   98% | 7517MB
21276, gpu_percent:   99% | 7517MB
21277, gpu_percent:   98% | 7517MB
21278, gpu_percent:   98% | 7517MB
21279, gpu_percent:   98% | 7517MB
21280, gpu_percent:   98% | 7517MB
21281, gpu_percent:   99% | 7517MB
21282, gpu_percent:   98% | 7517MB
21283, gpu_percent:   98% | 7517MB
21284, gpu_percent:   98% | 7517MB
21285, gpu_percent:   98% | 7517MB
21286, gpu_percent:   98% | 7517MB
21287, gpu_percent:   98% | 7517MB
21288, gpu_percent:   98% | 7517MB
21289, gpu_percent:   98% | 7517MB
21290, gpu_percent:   98% | 7517MB
21291, gpu_percent:   98% | 7517MB
21292, gpu_percent:   98% | 7517MB
21293, gpu_percent:   98% | 7517MB
21294, gpu_percent:   98% | 7517MB
21295, gpu_percent:   98% | 7517MB
21296, gpu_percent:   98% | 7517MB
21297, gpu_percent:   98% | 7517MB
21298, gpu_percent:   98% | 7517MB
21299, gpu_percent:   98% | 7517MB
21300, gpu_percent:   98% | 7517MB
21301, gpu_percent:   98% | 7517MB
21302, gpu_percent:   98% | 7517MB
21303, gpu_percent:   98% | 7517MB
21304, gpu_percent:   98% | 7517MB
21305, gpu_percent:   98% | 7517MB
21306, gpu_percent:   98% | 7517MB
21307, gpu_percent:   98% | 7517MB
21308, gpu_percent:   98% | 7517MB
21309, gpu_percent:   97% | 7517MB
21310, gpu_percent:   98% | 7517MB
21311, gpu_percent:   98% | 7517MB
21312, gpu_percent:   99% | 7517MB
21313, gpu_percent:   98% | 7517MB
21314, gpu_percent:   98% | 7517MB
21315, gpu_percent:   98% | 7517MB
21316, gpu_percent:   98% | 7517MB
21317, gpu_percent:   99% | 7517MB
21318, gpu_percent:   98% | 7517MB
21319, gpu_percent:   98% | 7517MB
21320, gpu_percent:   98% | 7517MB
21321, gpu_percent:   98% | 7517MB
21322, gpu_percent:   98% | 7517MB
21323, gpu_percent:   98% | 7517MB
21324, gpu_percent:   98% | 7517MB
21325, gpu_percent:   98% | 7517MB
21326, gpu_percent:   98% | 7517MB
21327, gpu_percent:   99% | 7517MB
21328, gpu_percent:   97% | 7517MB
21329, gpu_percent:   98% | 7517MB
21330, gpu_percent:   98% | 7517MB
21331, gpu_percent:   98% | 7517MB
21332, gpu_percent:   98% | 7517MB
21333, gpu_percent:   99% | 7517MB
21334, gpu_percent:   99% | 7517MB
21335, gpu_percent:   98% | 7517MB
21336, gpu_percent:   99% | 7517MB
21337, gpu_percent:   98% | 7517MB
21338, gpu_percent:   99% | 7517MB
21339, gpu_percent:   98% | 7517MB
21340, gpu_percent:   99% | 7517MB
21341, gpu_percent:   99% | 7517MB
21342, gpu_percent:   98% | 7517MB
21343, gpu_percent:   98% | 7517MB
21344, gpu_percent:   98% | 7517MB
21345, gpu_percent:   98% | 7517MB
21346, gpu_percent:   98% | 7517MB
21347, gpu_percent:   99% | 7517MB
21348, gpu_percent:   99% | 7517MB
21349, gpu_percent:   98% | 7517MB
21350, gpu_percent:   98% | 7517MB
21351, gpu_percent:   98% | 7517MB
21352, gpu_percent:   98% | 7517MB
21353, gpu_percent:   93% | 7517MB
21354, gpu_percent:   91% | 7517MB
21355, gpu_percent:   98% | 7517MB
21356, gpu_percent:   98% | 7517MB
21357, gpu_percent:   99% | 7517MB
21358, gpu_percent:   99% | 7517MB
21359, gpu_percent:   98% | 7517MB
21360, gpu_percent:   98% | 7517MB
21361, gpu_percent:   98% | 7517MB
21362, gpu_percent:   98% | 7517MB
21363, gpu_percent:   98% | 7517MB
21364, gpu_percent:   98% | 7517MB
21365, gpu_percent:   98% | 7517MB
21366, gpu_percent:   99% | 7517MB
21367, gpu_percent:   98% | 7517MB
21368, gpu_percent:   98% | 7517MB
21369, gpu_percent:   98% | 7517MB
21370, gpu_percent:   98% | 7517MB
21371, gpu_percent:   98% | 7517MB
21372, gpu_percent:   98% | 7517MB
21373, gpu_percent:   98% | 7517MB
21374, gpu_percent:   98% | 7517MB
21375, gpu_percent:   98% | 7517MB
21376, gpu_percent:   98% | 7517MB
21377, gpu_percent:   98% | 7517MB
21378, gpu_percent:   98% | 7517MB
21379, gpu_percent:   98% | 7517MB
21380, gpu_percent:   98% | 7517MB
21381, gpu_percent:   98% | 7517MB
21382, gpu_percent:   98% | 7517MB
21383, gpu_percent:   98% | 7517MB
21384, gpu_percent:   98% | 7517MB
21385, gpu_percent:   98% | 7517MB
21386, gpu_percent:   98% | 7517MB
21387, gpu_percent:   99% | 7517MB
21388, gpu_percent:   98% | 7517MB
21389, gpu_percent:   98% | 7517MB
21390, gpu_percent:   98% | 7517MB
21391, gpu_percent:   98% | 7517MB
21392, gpu_percent:   98% | 7517MB
21393, gpu_percent:   98% | 7517MB
21394, gpu_percent:   98% | 7517MB
21395, gpu_percent:   98% | 7517MB
21396, gpu_percent:   98% | 7517MB
21397, gpu_percent:   98% | 7517MB
21398, gpu_percent:   98% | 7517MB
21399, gpu_percent:   98% | 7517MB
21400, gpu_percent:   98% | 7517MB
21401, gpu_percent:   98% | 7517MB
21402, gpu_percent:   98% | 7517MB
21403, gpu_percent:   98% | 7517MB
21404, gpu_percent:   98% | 7517MB
21405, gpu_percent:   98% | 7517MB
21406, gpu_percent:   98% | 7517MB
21407, gpu_percent:   99% | 7517MB
21408, gpu_percent:   98% | 7517MB
21409, gpu_percent:   99% | 7517MB
21410, gpu_percent:   98% | 7517MB
21411, gpu_percent:   98% | 7517MB
21412, gpu_percent:   98% | 7517MB
21413, gpu_percent:   98% | 7517MB
21414, gpu_percent:   98% | 7517MB
21415, gpu_percent:   99% | 7517MB
21416, gpu_percent:   98% | 7517MB
21417, gpu_percent:   98% | 7517MB
21418, gpu_percent:   98% | 7517MB
21419, gpu_percent:   98% | 7517MB
21420, gpu_percent:   98% | 7517MB
21421, gpu_percent:   98% | 7517MB
21422, gpu_percent:   98% | 7517MB
21423, gpu_percent:   98% | 7517MB
21424, gpu_percent:   98% | 7517MB
21425, gpu_percent:   99% | 7517MB
21426, gpu_percent:   98% | 7517MB
21427, gpu_percent:   98% | 7517MB
21428, gpu_percent:   98% | 7517MB
21429, gpu_percent:   98% | 7517MB
21430, gpu_percent:   98% | 7517MB
21431, gpu_percent:   98% | 7517MB
21432, gpu_percent:   98% | 7517MB
21433, gpu_percent:   99% | 7517MB
21434, gpu_percent:   99% | 7517MB
21435, gpu_percent:   98% | 7517MB
21436, gpu_percent:   98% | 7517MB
21437, gpu_percent:   98% | 7517MB
21438, gpu_percent:   98% | 7517MB
21439, gpu_percent:   98% | 7517MB
21440, gpu_percent:   98% | 7517MB
21441, gpu_percent:   98% | 7517MB
21442, gpu_percent:   98% | 7517MB
21443, gpu_percent:   99% | 7517MB
21444, gpu_percent:   98% | 7517MB
21445, gpu_percent:   98% | 7517MB
21446, gpu_percent:   98% | 7517MB
21447, gpu_percent:   98% | 7517MB
21448, gpu_percent:   99% | 7517MB
21449, gpu_percent:   99% | 7517MB
21450, gpu_percent:   98% | 7517MB
21451, gpu_percent:   98% | 7517MB
21452, gpu_percent:   98% | 7517MB
21453, gpu_percent:   98% | 7517MB
21454, gpu_percent:   98% | 7517MB
21455, gpu_percent:   98% | 7517MB
21456, gpu_percent:   98% | 7517MB
21457, gpu_percent:   98% | 7517MB
21458, gpu_percent:   98% | 7517MB
21459, gpu_percent:   98% | 7517MB
21460, gpu_percent:   98% | 7517MB
21461, gpu_percent:   98% | 7517MB
21462, gpu_percent:   98% | 7517MB
21463, gpu_percent:   98% | 7517MB
21464, gpu_percent:   98% | 7517MB
21465, gpu_percent:   98% | 7517MB
21466, gpu_percent:   99% | 7517MB
21467, gpu_percent:   98% | 7517MB
21468, gpu_percent:   98% | 7517MB
21469, gpu_percent:   98% | 7517MB
21470, gpu_percent:   98% | 7517MB
21471, gpu_percent:   98% | 7517MB
21472, gpu_percent:   98% | 7517MB
21473, gpu_percent:   98% | 7517MB
21474, gpu_percent:   98% | 7517MB
21475, gpu_percent:   98% | 7517MB
21476, gpu_percent:   99% | 7517MB
21477, gpu_percent:   98% | 7517MB
21478, gpu_percent:   98% | 7517MB
21479, gpu_percent:   98% | 7517MB
21480, gpu_percent:   98% | 7517MB
21481, gpu_percent:   98% | 7517MB
21482, gpu_percent:   98% | 7517MB
21483, gpu_percent:   98% | 7517MB
21484, gpu_percent:   98% | 7517MB
21485, gpu_percent:   98% | 7517MB
21486, gpu_percent:   98% | 7517MB
21487, gpu_percent:   98% | 7517MB
21488, gpu_percent:   99% | 7517MB
21489, gpu_percent:   98% | 7517MB
21490, gpu_percent:   99% | 7517MB
21491, gpu_percent:   99% | 7517MB
21492, gpu_percent:   98% | 7517MB
21493, gpu_percent:   98% | 7517MB
21494, gpu_percent:   98% | 7517MB
21495, gpu_percent:   98% | 7517MB
21496, gpu_percent:   98% | 7517MB
21497, gpu_percent:   99% | 7517MB
21498, gpu_percent:   98% | 7517MB
21499, gpu_percent:   98% | 7517MB
21500, gpu_percent:   98% | 7517MB
21501, gpu_percent:   98% | 7517MB
21502, gpu_percent:   98% | 7517MB
21503, gpu_percent:   98% | 7517MB
21504, gpu_percent:   98% | 7517MB
21505, gpu_percent:   98% | 7517MB
21506, gpu_percent:   98% | 7517MB
21507, gpu_percent:   99% | 7517MB
21508, gpu_percent:   98% | 7517MB
21509, gpu_percent:   99% | 7517MB
21510, gpu_percent:   98% | 7517MB
21511, gpu_percent:   98% | 7517MB
21512, gpu_percent:   99% | 7517MB
21513, gpu_percent:   98% | 7517MB
21514, gpu_percent:   98% | 7517MB
21515, gpu_percent:   99% | 7517MB
21516, gpu_percent:   98% | 7517MB
21517, gpu_percent:   98% | 7517MB
21518, gpu_percent:   98% | 7517MB
21519, gpu_percent:   98% | 7517MB
21520, gpu_percent:   98% | 7517MB
21521, gpu_percent:   98% | 7517MB
21522, gpu_percent:   98% | 7517MB
21523, gpu_percent:   99% | 7517MB
21524, gpu_percent:   98% | 7517MB
21525, gpu_percent:   98% | 7517MB
21526, gpu_percent:   98% | 7517MB
21527, gpu_percent:   98% | 7517MB
21528, gpu_percent:   98% | 7517MB
21529, gpu_percent:   98% | 7517MB
21530, gpu_percent:   98% | 7517MB
21531, gpu_percent:   98% | 7517MB
21532, gpu_percent:   98% | 7517MB
21533, gpu_percent:   98% | 7517MB
21534, gpu_percent:   98% | 7517MB
21535, gpu_percent:   99% | 7517MB
21536, gpu_percent:   98% | 7517MB
21537, gpu_percent:   98% | 7517MB
21538, gpu_percent:   99% | 7517MB
21539, gpu_percent:   98% | 7517MB
21540, gpu_percent:   98% | 7517MB
21541, gpu_percent:   98% | 7517MB
21542, gpu_percent:   98% | 7517MB
21543, gpu_percent:   98% | 7517MB
21544, gpu_percent:   98% | 7517MB
21545, gpu_percent:   97% | 7517MB
21546, gpu_percent:   98% | 7517MB
21547, gpu_percent:   98% | 7517MB
21548, gpu_percent:   98% | 7517MB
21549, gpu_percent:   98% | 7517MB
21550, gpu_percent:   98% | 7517MB
21551, gpu_percent:   98% | 7517MB
21552, gpu_percent:   98% | 7517MB
21553, gpu_percent:   98% | 7517MB
21554, gpu_percent:   99% | 7517MB
21555, gpu_percent:   98% | 7517MB
21556, gpu_percent:   99% | 7517MB
21557, gpu_percent:   98% | 7517MB
21558, gpu_percent:   98% | 7517MB
21559, gpu_percent:   98% | 7517MB
21560, gpu_percent:   98% | 7517MB
21561, gpu_percent:   99% | 7517MB
21562, gpu_percent:   98% | 7517MB
21563, gpu_percent:   99% | 7517MB
21564, gpu_percent:   98% | 7517MB
21565, gpu_percent:   98% | 7517MB
21566, gpu_percent:   98% | 7517MB
21567, gpu_percent:   98% | 7517MB
21568, gpu_percent:   98% | 7517MB
21569, gpu_percent:   98% | 7517MB
21570, gpu_percent:   98% | 7517MB
21571, gpu_percent:   98% | 7517MB
21572, gpu_percent:   98% | 7517MB
21573, gpu_percent:   99% | 7517MB
21574, gpu_percent:   98% | 7517MB
21575, gpu_percent:   98% | 7517MB
21576, gpu_percent:   98% | 7517MB
21577, gpu_percent:   98% | 7517MB
21578, gpu_percent:   99% | 7517MB
21579, gpu_percent:   98% | 7517MB
21580, gpu_percent:   98% | 7517MB
21581, gpu_percent:   98% | 7517MB
21582, gpu_percent:   99% | 7517MB
21583, gpu_percent:   98% | 7517MB
21584, gpu_percent:   98% | 7517MB
21585, gpu_percent:   99% | 7517MB
21586, gpu_percent:   99% | 7517MB
21587, gpu_percent:   98% | 7517MB
21588, gpu_percent:   98% | 7517MB
21589, gpu_percent:   98% | 7517MB
21590, gpu_percent:   99% | 7517MB
21591, gpu_percent:   98% | 7517MB
21592, gpu_percent:   98% | 7517MB
21593, gpu_percent:   98% | 7517MB
21594, gpu_percent:   98% | 7517MB
21595, gpu_percent:   98% | 7517MB
21596, gpu_percent:   98% | 7517MB
21597, gpu_percent:   98% | 7517MB
21598, gpu_percent:   98% | 7517MB
21599, gpu_percent:   98% | 7517MB
21600, gpu_percent:   98% | 7517MB
21601, gpu_percent:   98% | 7517MB
21602, gpu_percent:   98% | 7517MB
21603, gpu_percent:   98% | 7517MB
21604, gpu_percent:   99% | 7517MB
21605, gpu_percent:   98% | 7517MB
21606, gpu_percent:   98% | 7517MB
21607, gpu_percent:   98% | 7517MB
21608, gpu_percent:   98% | 7517MB
21609, gpu_percent:   98% | 7517MB
21610, gpu_percent:   98% | 7517MB
21611, gpu_percent:   98% | 7517MB
21612, gpu_percent:   98% | 7517MB
21613, gpu_percent:   98% | 7517MB
21614, gpu_percent:   98% | 7517MB
21615, gpu_percent:   98% | 7517MB
21616, gpu_percent:   98% | 7517MB
21617, gpu_percent:   98% | 7517MB
21618, gpu_percent:   99% | 7517MB
21619, gpu_percent:   98% | 7517MB
21620, gpu_percent:   98% | 7517MB
21621, gpu_percent:   98% | 7517MB
21622, gpu_percent:   98% | 7517MB
21623, gpu_percent:   98% | 7517MB
21624, gpu_percent:   98% | 7517MB
21625, gpu_percent:   98% | 7517MB
21626, gpu_percent:   98% | 7517MB
21627, gpu_percent:   98% | 7517MB
21628, gpu_percent:   98% | 7517MB
21629, gpu_percent:   98% | 7517MB
21630, gpu_percent:   98% | 7517MB
21631, gpu_percent:   98% | 7517MB
21632, gpu_percent:   98% | 7517MB
21633, gpu_percent:   98% | 7517MB
21634, gpu_percent:   98% | 7517MB
21635, gpu_percent:   98% | 7517MB
21636, gpu_percent:   99% | 7517MB
21637, gpu_percent:   98% | 7517MB
21638, gpu_percent:   98% | 7517MB
21639, gpu_percent:   98% | 7517MB
21640, gpu_percent:   98% | 7517MB
21641, gpu_percent:   99% | 7517MB
21642, gpu_percent:   98% | 7517MB
21643, gpu_percent:   98% | 7517MB
21644, gpu_percent:   98% | 7517MB
21645, gpu_percent:   98% | 7517MB
21646, gpu_percent:   99% | 7517MB
21647, gpu_percent:   98% | 7517MB
21648, gpu_percent:   98% | 7517MB
21649, gpu_percent:   98% | 7517MB
21650, gpu_percent:   98% | 7517MB
21651, gpu_percent:   98% | 7517MB
21652, gpu_percent:   98% | 7517MB
21653, gpu_percent:   98% | 7517MB
21654, gpu_percent:   98% | 7517MB
21655, gpu_percent:   98% | 7517MB
21656, gpu_percent:   98% | 7517MB
21657, gpu_percent:   98% | 7517MB
21658, gpu_percent:   98% | 7517MB
21659, gpu_percent:   98% | 7517MB
21660, gpu_percent:   98% | 7517MB
21661, gpu_percent:   99% | 7517MB
21662, gpu_percent:   98% | 7517MB
21663, gpu_percent:   97% | 7517MB
21664, gpu_percent:   98% | 7517MB
21665, gpu_percent:   99% | 7517MB
21666, gpu_percent:   98% | 7517MB
21667, gpu_percent:   98% | 7517MB
21668, gpu_percent:   98% | 7517MB
21669, gpu_percent:   98% | 7517MB
21670, gpu_percent:   99% | 7517MB
21671, gpu_percent:   98% | 7517MB
21672, gpu_percent:   98% | 7517MB
21673, gpu_percent:   98% | 7517MB
21674, gpu_percent:   98% | 7517MB
21675, gpu_percent:   99% | 7517MB
21676, gpu_percent:   98% | 7517MB
21677, gpu_percent:   98% | 7517MB
21678, gpu_percent:   98% | 7517MB
21679, gpu_percent:   98% | 7517MB
21680, gpu_percent:   98% | 7517MB
21681, gpu_percent:   98% | 7517MB
21682, gpu_percent:   98% | 7517MB
21683, gpu_percent:   99% | 7517MB
21684, gpu_percent:   98% | 7517MB
21685, gpu_percent:   98% | 7517MB
21686, gpu_percent:   98% | 7517MB
21687, gpu_percent:   98% | 7517MB
21688, gpu_percent:   98% | 7517MB
21689, gpu_percent:   98% | 7517MB
21690, gpu_percent:   98% | 7517MB
21691, gpu_percent:   98% | 7517MB
21692, gpu_percent:   98% | 7517MB
21693, gpu_percent:   99% | 7517MB
21694, gpu_percent:   98% | 7517MB
21695, gpu_percent:   98% | 7517MB
21696, gpu_percent:   98% | 7517MB
21697, gpu_percent:   98% | 7517MB
21698, gpu_percent:   98% | 7517MB
21699, gpu_percent:   98% | 7517MB
21700, gpu_percent:   98% | 7517MB
21701, gpu_percent:   98% | 7517MB
21702, gpu_percent:   98% | 7517MB
21703, gpu_percent:   98% | 7517MB
