1, gpu_percent:   38% | 7517MB
1873, gpu_percent:   99% | 7517MB
1874, gpu_percent:   99% | 7517MB
1875, gpu_percent:  100% | 7517MB
1876, gpu_percent:   99% | 7517MB
1877, gpu_percent:   99% | 7517MB
1878, gpu_percent:   99% | 7517MB
1879, gpu_percent:   99% | 7517MB
1880, gpu_percent:   99% | 7517MB
1881, gpu_percent:   99% | 7517MB
1882, gpu_percent:  100% | 7517MB
1883, gpu_percent:   99% | 7517MB
1884, gpu_percent:   99% | 7517MB
1885, gpu_percent:  100% | 7517MB
1886, gpu_percent:   99% | 7517MB
1887, gpu_percent:   99% | 7517MB
1888, gpu_percent:  100% | 7517MB
1889, gpu_percent:   99% | 7517MB
1890, gpu_percent:   99% | 7517MB
1891, gpu_percent:   99% | 7517MB
1892, gpu_percent:   99% | 7517MB
1893, gpu_percent:   99% | 7517MB
1894, gpu_percent:   99% | 7517MB
1895, gpu_percent:  100% | 7517MB
1896, gpu_percent:   99% | 7517MB
1897, gpu_percent:   99% | 7517MB
1898, gpu_percent:  100% | 7517MB
1899, gpu_percent:   99% | 7517MB
1900, gpu_percent:   99% | 7517MB
1901, gpu_percent:   99% | 7517MB
1902, gpu_percent:  100% | 7517MB
1903, gpu_percent:   99% | 7517MB
1904, gpu_percent:   99% | 7517MB
1905, gpu_percent:   99% | 7517MB
1906, gpu_percent:   99% | 7517MB
1907, gpu_percent:   99% | 7517MB
1908, gpu_percent:   99% | 7517MB
1909, gpu_percent:   99% | 7517MB
1910, gpu_percent:   99% | 7517MB
1911, gpu_percent:   99% | 7517MB
1912, gpu_percent:  100% | 7517MB
1913, gpu_percent:   99% | 7517MB
1914, gpu_percent:   99% | 7517MB
1915, gpu_percent:   98% | 7517MB
1916, gpu_percent:   99% | 7517MB
1917, gpu_percent:   99% | 7517MB
1918, gpu_percent:   99% | 7517MB
1919, gpu_percent:   96% | 7517MB
1920, gpu_percent:   99% | 7517MB
1921, gpu_percent:   99% | 7517MB
1922, gpu_percent:  100% | 7517MB
1923, gpu_percent:   99% | 7517MB
1924, gpu_percent:   99% | 7517MB
1925, gpu_percent:   99% | 7517MB
1926, gpu_percent:  100% | 7517MB
1927, gpu_percent:   99% | 7517MB
1928, gpu_percent:   99% | 7517MB
1929, gpu_percent:   99% | 7517MB
1930, gpu_percent:   99% | 7517MB
1931, gpu_percent:   99% | 7517MB
1932, gpu_percent:   99% | 7517MB
1933, gpu_percent:  100% | 7517MB
1934, gpu_percent:   99% | 7517MB
1935, gpu_percent:   99% | 7517MB
1936, gpu_percent:   99% | 7517MB
1937, gpu_percent:   94% | 7517MB
1938, gpu_percent:   99% | 7517MB
1939, gpu_percent:   99% | 7517MB
1940, gpu_percent:  100% | 7517MB
1941, gpu_percent:   99% | 7517MB
1942, gpu_percent:   99% | 7517MB
1943, gpu_percent:   99% | 7517MB
1944, gpu_percent:   98% | 7517MB
1945, gpu_percent:   99% | 7517MB
1946, gpu_percent:   99% | 7517MB
1947, gpu_percent:   97% | 7517MB
1948, gpu_percent:   98% | 7517MB
1949, gpu_percent:   99% | 7517MB
1950, gpu_percent:   99% | 7517MB
1951, gpu_percent:   99% | 7517MB
1952, gpu_percent:  100% | 7517MB
1953, gpu_percent:   99% | 7517MB
1954, gpu_percent:   99% | 7517MB
1955, gpu_percent:  100% | 7517MB
1956, gpu_percent:   99% | 7517MB
1957, gpu_percent:   99% | 7517MB
1958, gpu_percent:   99% | 7517MB
1959, gpu_percent:   99% | 7517MB
1960, gpu_percent:   99% | 7517MB
1961, gpu_percent:   99% | 7517MB
1962, gpu_percent:   99% | 7517MB
1963, gpu_percent:   99% | 7517MB
1964, gpu_percent:   99% | 7517MB
1965, gpu_percent:   99% | 7517MB
1966, gpu_percent:  100% | 7517MB
1967, gpu_percent:   99% | 7517MB
1968, gpu_percent:   99% | 7517MB
1969, gpu_percent:   99% | 7517MB
1970, gpu_percent:   98% | 7517MB
1971, gpu_percent:   99% | 7517MB
1972, gpu_percent:   99% | 7517MB
1973, gpu_percent:   98% | 7517MB
1974, gpu_percent:   99% | 7517MB
1975, gpu_percent:   99% | 7517MB
1976, gpu_percent:   99% | 7517MB
1977, gpu_percent:   99% | 7517MB
1978, gpu_percent:   99% | 7517MB
1979, gpu_percent:   99% | 7517MB
1980, gpu_percent:   99% | 7517MB
1981, gpu_percent:   99% | 7517MB
1982, gpu_percent:   99% | 7517MB
1983, gpu_percent:  100% | 7517MB
1984, gpu_percent:   99% | 7517MB
1985, gpu_percent:   99% | 7517MB
1986, gpu_percent:   99% | 7517MB
1987, gpu_percent:  100% | 7517MB
1988, gpu_percent:   99% | 7517MB
1989, gpu_percent:   99% | 7517MB
1990, gpu_percent:   99% | 7517MB
1991, gpu_percent:  100% | 7517MB
1992, gpu_percent:   99% | 7517MB
1993, gpu_percent:   99% | 7517MB
1994, gpu_percent:   99% | 7517MB
1995, gpu_percent:  100% | 7517MB
1996, gpu_percent:   99% | 7517MB
1997, gpu_percent:   99% | 7517MB
1998, gpu_percent:   99% | 7517MB
1999, gpu_percent:   99% | 7517MB
2000, gpu_percent:   99% | 7517MB
2001, gpu_percent:  100% | 7517MB
2002, gpu_percent:   99% | 7517MB
2003, gpu_percent:   99% | 7517MB
2004, gpu_percent:   99% | 7517MB
2005, gpu_percent:  100% | 7517MB
2006, gpu_percent:   99% | 7517MB
2007, gpu_percent:   99% | 7517MB
2008, gpu_percent:  100% | 7517MB
2009, gpu_percent:   99% | 7517MB
2010, gpu_percent:   99% | 7517MB
2011, gpu_percent:   99% | 7517MB
2012, gpu_percent:  100% | 7517MB
2013, gpu_percent:   99% | 7517MB
2014, gpu_percent:   99% | 7517MB
2015, gpu_percent:   98% | 7517MB
2016, gpu_percent:   99% | 7517MB
2017, gpu_percent:   99% | 7517MB
2018, gpu_percent:   99% | 7517MB
2019, gpu_percent:  100% | 7517MB
2020, gpu_percent:   99% | 7517MB
2021, gpu_percent:   99% | 7517MB
2022, gpu_percent:   99% | 7517MB
2023, gpu_percent:  100% | 7517MB
2024, gpu_percent:   99% | 7517MB
2025, gpu_percent:   99% | 7517MB
2026, gpu_percent:   99% | 7517MB
2027, gpu_percent:  100% | 7517MB
2028, gpu_percent:   99% | 7517MB
2029, gpu_percent:   99% | 7517MB
2030, gpu_percent:  100% | 7517MB
2031, gpu_percent:   97% | 7517MB
2032, gpu_percent:   97% | 7517MB
2033, gpu_percent:   99% | 7517MB
2034, gpu_percent:   99% | 7517MB
2035, gpu_percent:  100% | 7517MB
2036, gpu_percent:   99% | 7517MB
2037, gpu_percent:   99% | 7517MB
2038, gpu_percent:   99% | 7517MB
2039, gpu_percent:   97% | 7517MB
2040, gpu_percent:   99% | 7517MB
2041, gpu_percent:   99% | 7517MB
2042, gpu_percent:  100% | 7517MB
2043, gpu_percent:   99% | 7517MB
2044, gpu_percent:   99% | 7517MB
2045, gpu_percent:  100% | 7517MB
2046, gpu_percent:   99% | 7517MB
2047, gpu_percent:   99% | 7517MB
2048, gpu_percent:   99% | 7517MB
2049, gpu_percent:   99% | 7517MB
2050, gpu_percent:   99% | 7517MB
2051, gpu_percent:   99% | 7517MB
2052, gpu_percent:  100% | 7517MB
2053, gpu_percent:   99% | 7517MB
2054, gpu_percent:   99% | 7517MB
2055, gpu_percent:   99% | 7517MB
2056, gpu_percent:  100% | 7517MB
2057, gpu_percent:   99% | 7517MB
2058, gpu_percent:   99% | 7517MB
2059, gpu_percent:   98% | 7517MB
2060, gpu_percent:   99% | 7517MB
2061, gpu_percent:   99% | 7517MB
2062, gpu_percent:  100% | 7517MB
2063, gpu_percent:   99% | 7517MB
2064, gpu_percent:   99% | 7517MB
2065, gpu_percent:  100% | 7517MB
2066, gpu_percent:   99% | 7517MB
2067, gpu_percent:   99% | 7517MB
2068, gpu_percent:   99% | 7517MB
2069, gpu_percent:   98% | 7517MB
2070, gpu_percent:   99% | 7517MB
2071, gpu_percent:   99% | 7517MB
2072, gpu_percent:   99% | 7517MB
2073, gpu_percent:  100% | 7517MB
2074, gpu_percent:   99% | 7517MB
2075, gpu_percent:   99% | 7517MB
2076, gpu_percent:  100% | 7517MB
2077, gpu_percent:   99% | 7517MB
2078, gpu_percent:   99% | 7517MB
2079, gpu_percent:   99% | 7517MB
2080, gpu_percent:  100% | 7517MB
2081, gpu_percent:   99% | 7517MB
2082, gpu_percent:   99% | 7517MB
2083, gpu_percent:   99% | 7517MB
2084, gpu_percent:  100% | 7517MB
2085, gpu_percent:   99% | 7517MB
2086, gpu_percent:   99% | 7517MB
2087, gpu_percent:   99% | 7517MB
2088, gpu_percent:  100% | 7517MB
2089, gpu_percent:   99% | 7517MB
2090, gpu_percent:   99% | 7517MB
2091, gpu_percent:  100% | 7517MB
2092, gpu_percent:   99% | 7517MB
2093, gpu_percent:   99% | 7517MB
2094, gpu_percent:   99% | 7517MB
2095, gpu_percent:  100% | 7517MB
2096, gpu_percent:   99% | 7517MB
2097, gpu_percent:   99% | 7517MB
2098, gpu_percent:   97% | 7517MB
2099, gpu_percent:   99% | 7517MB
2100, gpu_percent:   99% | 7517MB
2101, gpu_percent:   99% | 7517MB
2102, gpu_percent:  100% | 7517MB
2103, gpu_percent:   99% | 7517MB
2104, gpu_percent:   99% | 7517MB
2105, gpu_percent:   99% | 7517MB
2106, gpu_percent:  100% | 7517MB
2107, gpu_percent:   99% | 7517MB
2108, gpu_percent:   99% | 7517MB
2109, gpu_percent:  100% | 7517MB
2110, gpu_percent:   99% | 7517MB
2111, gpu_percent:   99% | 7517MB
2112, gpu_percent:   99% | 7517MB
2113, gpu_percent:  100% | 7517MB
2114, gpu_percent:   99% | 7517MB
2115, gpu_percent:   99% | 7517MB
2116, gpu_percent:   98% | 7517MB
2117, gpu_percent:   96% | 7517MB
2118, gpu_percent:   99% | 7517MB
2119, gpu_percent:   99% | 7517MB
2120, gpu_percent:   99% | 7517MB
2121, gpu_percent:   99% | 7517MB
2122, gpu_percent:   99% | 7517MB
2123, gpu_percent:   99% | 7517MB
2124, gpu_percent:  100% | 7517MB
2125, gpu_percent:   99% | 7517MB
2126, gpu_percent:   99% | 7517MB
2127, gpu_percent:   99% | 7517MB
2128, gpu_percent:   99% | 7517MB
2129, gpu_percent:   99% | 7517MB
2130, gpu_percent:   99% | 7517MB
2131, gpu_percent:  100% | 7517MB
2132, gpu_percent:   99% | 7517MB
2133, gpu_percent:   99% | 7517MB
2134, gpu_percent:   99% | 7517MB
2135, gpu_percent:  100% | 7517MB
2136, gpu_percent:   99% | 7517MB
2137, gpu_percent:   99% | 7517MB
2138, gpu_percent:  100% | 7517MB
2139, gpu_percent:   99% | 7517MB
2140, gpu_percent:   99% | 7517MB
2141, gpu_percent:   99% | 7517MB
2142, gpu_percent:   99% | 7517MB
2143, gpu_percent:   98% | 7517MB
2144, gpu_percent:   99% | 7517MB
2145, gpu_percent:   99% | 7517MB
2146, gpu_percent:   99% | 7517MB
2147, gpu_percent:   96% | 7517MB
2148, gpu_percent:   99% | 7517MB
2149, gpu_percent:   99% | 7517MB
2150, gpu_percent:  100% | 7517MB
2151, gpu_percent:   99% | 7517MB
2152, gpu_percent:   99% | 7517MB
2153, gpu_percent:   99% | 7517MB
2154, gpu_percent:   99% | 7517MB
2155, gpu_percent:   99% | 7517MB
2156, gpu_percent:   99% | 7517MB
2157, gpu_percent:   99% | 7517MB
2158, gpu_percent:   99% | 7517MB
2159, gpu_percent:   99% | 7517MB
2160, gpu_percent:  100% | 7517MB
2161, gpu_percent:   99% | 7517MB
2162, gpu_percent:   99% | 7517MB
2163, gpu_percent:  100% | 7517MB
2164, gpu_percent:   99% | 7517MB
2165, gpu_percent:   99% | 7517MB
2166, gpu_percent:   99% | 7517MB
2167, gpu_percent:  100% | 7517MB
2168, gpu_percent:   99% | 7517MB
2169, gpu_percent:   99% | 7517MB
2170, gpu_percent:   99% | 7517MB
2171, gpu_percent:   99% | 7517MB
2172, gpu_percent:   99% | 7517MB
2173, gpu_percent:   99% | 7517MB
2174, gpu_percent:  100% | 7517MB
2175, gpu_percent:   99% | 7517MB
2176, gpu_percent:   99% | 7517MB
2177, gpu_percent:  100% | 7517MB
2178, gpu_percent:   99% | 7517MB
2179, gpu_percent:   99% | 7517MB
2180, gpu_percent:   98% | 7517MB
2181, gpu_percent:   99% | 7517MB
2182, gpu_percent:   99% | 7517MB
2183, gpu_percent:   99% | 7517MB
2184, gpu_percent:   99% | 7517MB
2185, gpu_percent:   99% | 7517MB
2186, gpu_percent:   99% | 7517MB
2187, gpu_percent:   99% | 7517MB
2188, gpu_percent:   99% | 7517MB
2189, gpu_percent:   99% | 7517MB
2190, gpu_percent:   99% | 7517MB
2191, gpu_percent:  100% | 7517MB
2192, gpu_percent:   99% | 7517MB
2193, gpu_percent:   99% | 7517MB
2194, gpu_percent:   99% | 7517MB
2195, gpu_percent:   99% | 7517MB
2196, gpu_percent:   99% | 7517MB
2197, gpu_percent:  100% | 7517MB
2198, gpu_percent:   99% | 7517MB
2199, gpu_percent:   99% | 7517MB
2200, gpu_percent:   97% | 7517MB
2201, gpu_percent:   97% | 7517MB
2202, gpu_percent:  100% | 7517MB
2203, gpu_percent:   99% | 7517MB
2204, gpu_percent:   99% | 7517MB
2205, gpu_percent:   97% | 7517MB
2206, gpu_percent:   99% | 7517MB
2207, gpu_percent:   99% | 7517MB
2208, gpu_percent:   99% | 7517MB
2209, gpu_percent:  100% | 7517MB
2210, gpu_percent:   99% | 7517MB
2211, gpu_percent:   99% | 7517MB
2212, gpu_percent:  100% | 7517MB
2213, gpu_percent:   99% | 7517MB
2214, gpu_percent:   99% | 7517MB
2215, gpu_percent:   99% | 7517MB
2216, gpu_percent:   99% | 7517MB
2217, gpu_percent:   99% | 7517MB
2218, gpu_percent:   99% | 7517MB
2219, gpu_percent:  100% | 7517MB
2220, gpu_percent:   99% | 7517MB
2221, gpu_percent:   99% | 7517MB
2222, gpu_percent:   99% | 7517MB
2223, gpu_percent:  100% | 7517MB
2224, gpu_percent:   99% | 7517MB
2225, gpu_percent:   99% | 7517MB
2226, gpu_percent:   99% | 7517MB
2227, gpu_percent:   99% | 7517MB
2228, gpu_percent:   99% | 7517MB
2229, gpu_percent:   99% | 7517MB
2230, gpu_percent:  100% | 7517MB
2231, gpu_percent:   99% | 7517MB
2232, gpu_percent:   99% | 7517MB
2233, gpu_percent:   99% | 7517MB
2234, gpu_percent:   99% | 7517MB
2235, gpu_percent:   99% | 7517MB
2236, gpu_percent:   99% | 7517MB
2237, gpu_percent:  100% | 7517MB
2238, gpu_percent:   99% | 7517MB
2239, gpu_percent:   99% | 7517MB
2240, gpu_percent:   99% | 7517MB
2241, gpu_percent:   96% | 7517MB
2242, gpu_percent:   99% | 7517MB
2243, gpu_percent:   99% | 7517MB
2244, gpu_percent:   99% | 7517MB
2245, gpu_percent:  100% | 7517MB
2246, gpu_percent:   99% | 7517MB
2247, gpu_percent:   99% | 7517MB
2248, gpu_percent:  100% | 7517MB
2249, gpu_percent:   99% | 7517MB
2250, gpu_percent:   99% | 7517MB
2251, gpu_percent:   99% | 7517MB
2252, gpu_percent:   96% | 7517MB
2253, gpu_percent:   99% | 7517MB
2254, gpu_percent:   99% | 7517MB
2255, gpu_percent:  100% | 7517MB
2256, gpu_percent:   99% | 7517MB
2257, gpu_percent:   99% | 7517MB
2258, gpu_percent:   99% | 7517MB
2259, gpu_percent:  100% | 7517MB
2260, gpu_percent:   99% | 7517MB
2261, gpu_percent:   99% | 7517MB
2262, gpu_percent:  100% | 7517MB
2263, gpu_percent:   99% | 7517MB
2264, gpu_percent:   99% | 7517MB
2265, gpu_percent:   99% | 7517MB
2266, gpu_percent:  100% | 7517MB
2267, gpu_percent:   99% | 7517MB
2268, gpu_percent:   99% | 7517MB
2269, gpu_percent:  100% | 7517MB
2270, gpu_percent:   99% | 7517MB
2271, gpu_percent:   99% | 7517MB
2272, gpu_percent:  100% | 7517MB
2273, gpu_percent:   99% | 7517MB
2274, gpu_percent:   99% | 7517MB
2275, gpu_percent:   99% | 7517MB
2276, gpu_percent:   99% | 7517MB
2277, gpu_percent:   99% | 7517MB
2278, gpu_percent:   99% | 7517MB
2279, gpu_percent:   99% | 7517MB
2280, gpu_percent:   99% | 7517MB
2281, gpu_percent:   99% | 7517MB
2282, gpu_percent:   99% | 7517MB
2283, gpu_percent:  100% | 7517MB
2284, gpu_percent:   97% | 7517MB
2285, gpu_percent:   97% | 7517MB
2286, gpu_percent:   97% | 7517MB
2287, gpu_percent:   99% | 7517MB
2288, gpu_percent:   99% | 7517MB
2289, gpu_percent:   99% | 7517MB
2290, gpu_percent:   99% | 7517MB
2291, gpu_percent:   96% | 7517MB
2292, gpu_percent:   99% | 7517MB
2293, gpu_percent:   99% | 7517MB
2294, gpu_percent:  100% | 7517MB
2295, gpu_percent:   99% | 7517MB
2296, gpu_percent:   99% | 7517MB
2297, gpu_percent:   99% | 7517MB
2298, gpu_percent:  100% | 7517MB
2299, gpu_percent:   99% | 7517MB
2300, gpu_percent:   99% | 7517MB
2301, gpu_percent:   99% | 7517MB
2302, gpu_percent:   99% | 7517MB
2303, gpu_percent:   99% | 7517MB
2304, gpu_percent:   99% | 7517MB
2305, gpu_percent:  100% | 7517MB
2306, gpu_percent:   99% | 7517MB
2307, gpu_percent:   99% | 7517MB
2308, gpu_percent:   99% | 7517MB
2309, gpu_percent:   99% | 7517MB
2310, gpu_percent:   99% | 7517MB
2311, gpu_percent:  100% | 7517MB
2312, gpu_percent:   99% | 7517MB
2313, gpu_percent:   99% | 7517MB
2314, gpu_percent:   99% | 7517MB
2315, gpu_percent:  100% | 7517MB
2316, gpu_percent:   99% | 7517MB
2317, gpu_percent:   99% | 7517MB
2318, gpu_percent:  100% | 7517MB
2319, gpu_percent:   99% | 7517MB
2320, gpu_percent:   99% | 7517MB
2321, gpu_percent:   99% | 7517MB
2322, gpu_percent:  100% | 7517MB
2323, gpu_percent:   99% | 7517MB
2324, gpu_percent:   99% | 7517MB
2325, gpu_percent:   99% | 7517MB
2326, gpu_percent:   96% | 7517MB
2327, gpu_percent:   99% | 7517MB
2328, gpu_percent:   99% | 7517MB
2329, gpu_percent:  100% | 7517MB
2330, gpu_percent:   99% | 7517MB
2331, gpu_percent:   99% | 7517MB
2332, gpu_percent:   99% | 7517MB
2333, gpu_percent:  100% | 7517MB
2334, gpu_percent:   99% | 7517MB
2335, gpu_percent:   99% | 7517MB
2336, gpu_percent:   99% | 7517MB
2337, gpu_percent:  100% | 7517MB
2338, gpu_percent:   99% | 7517MB
2339, gpu_percent:   99% | 7517MB
2340, gpu_percent:  100% | 7517MB
2341, gpu_percent:   99% | 7517MB
2342, gpu_percent:   99% | 7517MB
2343, gpu_percent:   98% | 7517MB
2344, gpu_percent:   99% | 7517MB
2345, gpu_percent:   99% | 7517MB
2346, gpu_percent:   99% | 7517MB
2347, gpu_percent:  100% | 7517MB
2348, gpu_percent:   99% | 7517MB
2349, gpu_percent:   99% | 7517MB
2350, gpu_percent:   99% | 7517MB
2351, gpu_percent:   99% | 7517MB
2352, gpu_percent:   99% | 7517MB
2353, gpu_percent:   99% | 7517MB
2354, gpu_percent:   99% | 7517MB
2355, gpu_percent:  100% | 7517MB
2356, gpu_percent:   99% | 7517MB
2357, gpu_percent:   99% | 7517MB
2358, gpu_percent:  100% | 7517MB
2359, gpu_percent:   99% | 7517MB
2360, gpu_percent:   99% | 7517MB
2361, gpu_percent:  100% | 7517MB
2362, gpu_percent:   99% | 7517MB
2363, gpu_percent:   99% | 7517MB
2364, gpu_percent:   99% | 7517MB
2365, gpu_percent:  100% | 7517MB
2366, gpu_percent:   99% | 7517MB
2367, gpu_percent:   99% | 7517MB
2368, gpu_percent:   99% | 7517MB
2369, gpu_percent:   97% | 7517MB
2370, gpu_percent:   97% | 7517MB
2371, gpu_percent:   99% | 7517MB
2372, gpu_percent:   99% | 7517MB
2373, gpu_percent:  100% | 7517MB
2374, gpu_percent:   99% | 7517MB
2375, gpu_percent:   99% | 7517MB
2376, gpu_percent:   99% | 7517MB
2377, gpu_percent:   99% | 7517MB
2378, gpu_percent:   99% | 7517MB
2379, gpu_percent:   99% | 7517MB
2380, gpu_percent:  100% | 7517MB
2381, gpu_percent:   99% | 7517MB
2382, gpu_percent:   99% | 7517MB
2383, gpu_percent:   99% | 7517MB
2384, gpu_percent:   98% | 7517MB
2385, gpu_percent:   99% | 7517MB
2386, gpu_percent:   99% | 7517MB
2387, gpu_percent:   99% | 7517MB
2388, gpu_percent:  100% | 7517MB
2389, gpu_percent:   99% | 7517MB
2390, gpu_percent:   99% | 7517MB
2391, gpu_percent:  100% | 7517MB
2392, gpu_percent:   99% | 7517MB
2393, gpu_percent:   99% | 7517MB
2394, gpu_percent:   99% | 7517MB
2395, gpu_percent:   99% | 7517MB
2396, gpu_percent:   99% | 7517MB
2397, gpu_percent:   99% | 7517MB
2398, gpu_percent:  100% | 7517MB
2399, gpu_percent:   99% | 7517MB
2400, gpu_percent:   99% | 7517MB
2401, gpu_percent:   99% | 7517MB
2402, gpu_percent:  100% | 7517MB
2403, gpu_percent:   99% | 7517MB
2404, gpu_percent:   99% | 7517MB
2405, gpu_percent:   99% | 7517MB
2406, gpu_percent:   99% | 7517MB
2407, gpu_percent:   99% | 7517MB
2408, gpu_percent:   99% | 7517MB
2409, gpu_percent:  100% | 7517MB
2410, gpu_percent:   99% | 7517MB
2411, gpu_percent:   99% | 7517MB
2412, gpu_percent:   99% | 7517MB
2413, gpu_percent:  100% | 7517MB
2414, gpu_percent:   99% | 7517MB
2415, gpu_percent:   99% | 7517MB
2416, gpu_percent:   99% | 7517MB
2417, gpu_percent:   99% | 7517MB
2418, gpu_percent:   99% | 7517MB
2419, gpu_percent:   99% | 7517MB
2420, gpu_percent:  100% | 7517MB
2421, gpu_percent:   99% | 7517MB
2422, gpu_percent:   99% | 7517MB
2423, gpu_percent:  100% | 7517MB
2424, gpu_percent:   99% | 7517MB
2425, gpu_percent:   99% | 7517MB
2426, gpu_percent:   99% | 7517MB
2427, gpu_percent:  100% | 7517MB
2428, gpu_percent:   99% | 7517MB
2429, gpu_percent:   99% | 7517MB
2430, gpu_percent:  100% | 7517MB
2431, gpu_percent:   99% | 7517MB
2432, gpu_percent:   99% | 7517MB
2433, gpu_percent:  100% | 7517MB
2434, gpu_percent:   99% | 7517MB
2435, gpu_percent:   99% | 7517MB
2436, gpu_percent:  100% | 7517MB
2437, gpu_percent:   99% | 7517MB
2438, gpu_percent:   99% | 7517MB
2439, gpu_percent:   99% | 7517MB
2440, gpu_percent:  100% | 7517MB
2441, gpu_percent:   99% | 7517MB
2442, gpu_percent:   99% | 7517MB
2443, gpu_percent:   99% | 7517MB
2444, gpu_percent:   99% | 7517MB
2445, gpu_percent:   99% | 7517MB
2446, gpu_percent:   99% | 7517MB
2447, gpu_percent:   99% | 7517MB
2448, gpu_percent:   99% | 7517MB
2449, gpu_percent:   99% | 7517MB
2450, gpu_percent:   99% | 7517MB
2451, gpu_percent:  100% | 7517MB
2452, gpu_percent:   99% | 7517MB
2453, gpu_percent:   92% | 7517MB
2454, gpu_percent:   97% | 7517MB
2455, gpu_percent:   99% | 7517MB
2456, gpu_percent:   99% | 7517MB
2457, gpu_percent:   99% | 7517MB
2458, gpu_percent:  100% | 7517MB
2459, gpu_percent:   99% | 7517MB
2460, gpu_percent:   99% | 7517MB
2461, gpu_percent:   99% | 7517MB
2462, gpu_percent:   99% | 7517MB
2463, gpu_percent:   99% | 7517MB
2464, gpu_percent:   99% | 7517MB
2465, gpu_percent:  100% | 7517MB
2466, gpu_percent:   99% | 7517MB
2467, gpu_percent:   99% | 7517MB
2468, gpu_percent:   99% | 7517MB
2469, gpu_percent:   99% | 7517MB
2470, gpu_percent:   99% | 7517MB
2471, gpu_percent:  100% | 7517MB
2472, gpu_percent:   99% | 7517MB
2473, gpu_percent:   99% | 7517MB
2474, gpu_percent:   99% | 7517MB
2475, gpu_percent:  100% | 7517MB
2476, gpu_percent:   99% | 7517MB
2477, gpu_percent:   99% | 7517MB
2478, gpu_percent:  100% | 7517MB
2479, gpu_percent:   99% | 7517MB
2480, gpu_percent:   99% | 7517MB
2481, gpu_percent:   99% | 7517MB
2482, gpu_percent:   99% | 7517MB
2483, gpu_percent:   99% | 7517MB
2484, gpu_percent:   99% | 7517MB
2485, gpu_percent:   99% | 7517MB
2486, gpu_percent:   99% | 7517MB
2487, gpu_percent:   99% | 7517MB
2488, gpu_percent:   99% | 7517MB
2489, gpu_percent:  100% | 7517MB
2490, gpu_percent:   99% | 7517MB
2491, gpu_percent:   99% | 7517MB
2492, gpu_percent:   99% | 7517MB
2493, gpu_percent:   99% | 7517MB
2494, gpu_percent:   99% | 7517MB
2495, gpu_percent:   99% | 7517MB
2496, gpu_percent:  100% | 7517MB
2497, gpu_percent:   99% | 7517MB
2498, gpu_percent:   99% | 7517MB
2499, gpu_percent:   99% | 7517MB
2500, gpu_percent:  100% | 7517MB
2501, gpu_percent:   99% | 7517MB
2502, gpu_percent:   99% | 7517MB
2503, gpu_percent:  100% | 7517MB
2504, gpu_percent:   99% | 7517MB
2505, gpu_percent:   99% | 7517MB
2506, gpu_percent:  100% | 7517MB
2507, gpu_percent:   99% | 7517MB
2508, gpu_percent:   99% | 7517MB
2509, gpu_percent:  100% | 7517MB
2510, gpu_percent:   99% | 7517MB
2511, gpu_percent:   99% | 7517MB
2512, gpu_percent:   99% | 7517MB
2513, gpu_percent:   99% | 7517MB
2514, gpu_percent:   99% | 7517MB
2515, gpu_percent:   99% | 7517MB
2516, gpu_percent:   99% | 7517MB
2517, gpu_percent:  100% | 7517MB
2518, gpu_percent:   99% | 7517MB
2519, gpu_percent:   99% | 7517MB
2520, gpu_percent:   99% | 7517MB
2521, gpu_percent:   99% | 7517MB
2522, gpu_percent:   99% | 7517MB
2523, gpu_percent:   99% | 7517MB
2524, gpu_percent:  100% | 7517MB
2525, gpu_percent:   99% | 7517MB
2526, gpu_percent:   99% | 7517MB
2527, gpu_percent:   99% | 7517MB
2528, gpu_percent:  100% | 7517MB
2529, gpu_percent:   99% | 7517MB
2530, gpu_percent:   99% | 7517MB
2531, gpu_percent:  100% | 7517MB
2532, gpu_percent:   99% | 7517MB
2533, gpu_percent:   99% | 7517MB
2534, gpu_percent:   99% | 7517MB
2535, gpu_percent:  100% | 7517MB
2536, gpu_percent:   99% | 7517MB
2537, gpu_percent:   99% | 7517MB
2538, gpu_percent:   97% | 7517MB
2539, gpu_percent:   96% | 7517MB
2540, gpu_percent:   99% | 7517MB
2541, gpu_percent:   99% | 7517MB
2542, gpu_percent:   99% | 7517MB
2543, gpu_percent:  100% | 7517MB
2544, gpu_percent:   99% | 7517MB
2545, gpu_percent:   99% | 7517MB
2546, gpu_percent:   99% | 7517MB
2547, gpu_percent:  100% | 7517MB
2548, gpu_percent:   99% | 7517MB
2549, gpu_percent:   99% | 7517MB
2550, gpu_percent:  100% | 7517MB
2551, gpu_percent:   99% | 7517MB
2552, gpu_percent:   99% | 7517MB
2553, gpu_percent:  100% | 7517MB
2554, gpu_percent:   99% | 7517MB
2555, gpu_percent:   99% | 7517MB
2556, gpu_percent:   99% | 7517MB
2557, gpu_percent:  100% | 7517MB
2558, gpu_percent:   99% | 7517MB
2559, gpu_percent:   99% | 7517MB
2560, gpu_percent:   99% | 7517MB
2561, gpu_percent:   99% | 7517MB
2562, gpu_percent:   99% | 7517MB
2563, gpu_percent:   99% | 7517MB
2564, gpu_percent:   99% | 7517MB
2565, gpu_percent:   99% | 7517MB
2566, gpu_percent:   99% | 7517MB
2567, gpu_percent:  100% | 7517MB
2568, gpu_percent:   99% | 7517MB
2569, gpu_percent:   99% | 7517MB
2570, gpu_percent:   99% | 7517MB
2571, gpu_percent:  100% | 7517MB
